Station Name,Date,Time,SO2,Data Cap. (SO2),SO2 Avg,NO2,NOX,NO,Data Cap. (NO2),NO2 Avg,O3,Data Cap. (O3),O3 8H Avg.,Daily Capture O3,O3 Daily Average,O3 Daily Average (NS),CO,Data Cap. (CO),CO 8H Avg.,Daily Capture CO,CO Daily Average,PM10,Data Cap. (PM10),PM10 Avg,PM2.5,Data Cap. (PM2.5),PM2.5 Avg,Lower Ambient Temperature,Upper Ambient Temperature,Barometric Pressure,Relative Humidity,Wind Direction,Wind Speed,H2S,Toluene,O-Xylene,Ethylbenzene,MP-Xylene,Benzene,CH4,NMHC,THC,Noise,Solar Radiation,Atm P.,WD,WS
QASIMIYAH,25/05/2017,10:00:00,9.24,,,88.37,99.72,11.35,,,,,,,,,1.24,,,,,149.0,,,39.2,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,25/05/2017,11:00:00,6.45,,,83.18,93.47,10.29,,,,,,,,,1.37,,,,,165.0,,,32.4,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,25/05/2017,12:00:00,5.73,,,64.67,69.6,4.93,,,,,,,,,1.32,,,,,148.0,,,34.3,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,25/05/2017,13:00:00,6.24,,,87.45,93.77,6.32,,,,,,,,,1.3,,,,,125.0,,,36.1,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,25/05/2017,14:00:00,12.42,,,70.76,75.03,4.27,,,,,,,,,1.07,,,,,122.0,,,30.2,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,25/05/2017,15:00:00,13.12,,,44.21,46.76,2.55,,,,,,,,,0.93,,,,,110.0,,,17.9,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,25/05/2017,16:00:00,12.79,,,23.99,26.33,2.34,,,,,,,,,0.92,,,,,92.0,,,16.8,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,25/05/2017,17:00:00,13.52,,,21.68,24.75,3.07,,,,,,,,,0.97,,,,,101.0,,,22.6,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,25/05/2017,18:00:00,13.88,,,16.18,18.77,2.59,,,,,,,,,1.08,,,,,84.0,,,25.5,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,25/05/2017,19:00:00,12.78,,,44.34,49.89,5.55,,,,,,,,,1.96,,,,,69.0,,,30.6,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,25/05/2017,20:00:00,8.78,,,52.68,57.03,4.35,,,,,,,,,1.98,,,,,71.0,,,37.1,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,25/05/2017,21:00:00,9.63,,,62.83,71.94,9.11,,,,,,,,,2.23,,,,,92.0,,,32.7,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,25/05/2017,22:00:00,9.56,,,79.99,99.69,19.7,,,,,,,,,2.4,,,,,112.0,,,30.2,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,25/05/2017,23:00:00,6.34,,,79.15,94.63,15.48,,,,,,,,,2.13,,,,,135.0,,,34.2,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,25/05/2017,23:59:59,6.34,,,65.28,77.4,12.12,,,,,,,,,2.08,,,,,144.0,,,37.5,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,26/05/2017,01:00:00,6.43,,,66.32,77.1,10.78,,,,,,,,,1.98,,,,,142.0,,,44.0,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,26/05/2017,02:00:00,8.26,,,60.88,68.61,7.73,,,,,,,,,1.46,,,,,128.0,,,45.4,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,26/05/2017,03:00:00,8.29,,,49.25,54.57,5.32,,,,,,,,,1.28,,,,,110.0,,,38.9,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,26/05/2017,04:00:00,7.75,,,35.29,39.37,4.08,,,,,,,,,1.28,,,,,107.0,,,37.3,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,26/05/2017,05:00:00,8.27,,,28.12,30.81,2.69,,,,,,,,,1.4,,,,,117.0,,,37.3,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,26/05/2017,06:00:00,7.32,,,23.54,25.84,2.3,,,,,,,,,1.61,,,,,130.0,,,47.3,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,26/05/2017,07:00:00,7.44,,,29.72,32.85,3.13,,,,,,,,,1.55,,,,,161.0,,,51.4,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,26/05/2017,08:00:00,5.02,,,31.3,35.32,4.02,,,,,,,,,1.32,,,,,188.0,,,49.0,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,26/05/2017,09:00:00,5.74,,,30.35,34.260000000000005,3.91,,,,,,,,,1.24,,,,,214.0,,,54.2,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,26/05/2017,10:00:00,4.82,,,37.69,42.57,4.88,,,,,,,,,1.16,,,,,225.0,,,58.5,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,26/05/2017,11:00:00,9.1,,,30.25,33.76,3.51,,,,,,,,,1.02,,,,,227.0,,,54.0,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,26/05/2017,12:00:00,9.23,,,26.47,30.06,3.59,,,,,,,,,0.95,,,,,222.0,,,44.1,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,26/05/2017,13:00:00,7.72,,,17.77,20.23,2.46,,,,,,,,,0.76,,,,,209.0,,,47.2,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,26/05/2017,14:00:00,8.84,,,12.6,14.77,2.17,,,,,,,,,0.69,,,,,201.0,,,42.1,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,26/05/2017,15:00:00,8.95,,,11.12,13.1,1.98,,,,,,,,,0.97,,,,,187.0,,,32.9,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,26/05/2017,16:00:00,9.88,,,11.36,13.48,2.12,,,,,,,,,1.27,,,,,166.0,,,27.3,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,26/05/2017,17:00:00,10.82,,,12.43,14.47,2.04,,,,,,,,,1.13,,,,,155.0,,,31.4,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,26/05/2017,18:00:00,11.08,,,11.99,14.49,2.5,,,,,,,,,1.22,,,,,144.0,,,28.6,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,26/05/2017,19:00:00,11.42,,,18.09,20.52,2.43,,,,,,,,,1.43,,,,,137.0,,,30.4,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,26/05/2017,20:00:00,6.73,,,23.24,25.92,2.68,,,,,,,,,1.55,,,,,129.0,,,30.7,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,26/05/2017,21:00:00,7.0,,,35.1,38.32,3.22,,,,,,,,,1.53,,,,,127.0,,,24.6,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,26/05/2017,22:00:00,7.36,,,56.48,64.05,7.57,,,,,,,,,1.72,,,,,118.0,,,23.3,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,26/05/2017,23:00:00,10.19,,,61.79,69.89,8.1,,,,,,,,,2.0,,,,,118.0,,,26.8,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,26/05/2017,23:59:59,9.8,,,59.8,68.39999999999999,8.6,,,,,,,,,2.13,,,,,124.0,,,26.5,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,27/05/2017,01:00:00,9.52,,,62.02,73.01,10.99,,,,,,,,,2.1,,,,,120.0,,,28.1,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,27/05/2017,02:00:00,5.15,,,51.48,59.11,7.63,,,,,,,,,1.97,,,,,114.0,,,31.2,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,27/05/2017,03:00:00,5.01,,,40.58,45.48,4.9,,,,,,,,,1.58,,,,,112.0,,,25.8,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,27/05/2017,04:00:00,6.85,,,27.61,30.86,3.25,,,,,,,,,1.37,,,,,104.0,,,24.5,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,27/05/2017,05:00:00,11.55,,,21.77,24.83,3.06,,,,,,,,,1.38,,,,,103.0,,,28.9,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,27/05/2017,06:00:00,12.21,,,30.81,33.97,3.16,,,,,,,,,1.64,,,,,93.0,,,29.1,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,27/05/2017,07:00:00,12.57,,,42.35,46.45,4.1,,,,,,,,,1.59,,,,,89.0,,,27.1,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,27/05/2017,08:00:00,8.62,,,35.1,38.56,3.46,,,,,,,,,1.42,,,,,91.0,,,27.7,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,27/05/2017,09:00:00,8.96,,,25.96,29.41,3.45,,,,,,,,,1.29,,,,,87.0,,,37.3,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,27/05/2017,10:00:00,8.24,,,28.95,32.94,3.99,,,,,,,,,1.12,,,,,92.0,,,32.8,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,27/05/2017,11:00:00,12.23,,,33.13,37.13,4.0,,,,,,,,,0.88,,,,,105.0,,,28.5,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,27/05/2017,12:00:00,13.14,,,20.16,22.65,2.49,,,,,,,,,1.25,,,,,106.0,,,36.0,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,27/05/2017,13:00:00,11.86,,,27.86,30.24,2.38,,,,,,,,,1.18,,,,,113.0,,,35.3,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,27/05/2017,14:00:00,9.31,,,26.49,29.33,2.84,,,,,,,,,0.86,,,,,125.0,,,34.2,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,27/05/2017,15:00:00,9.59,,,16.44,19.21,2.77,,,,,,,,,1.16,,,,,137.0,,,42.8,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,27/05/2017,16:00:00,9.33,,,13.76,16.009999999999998,2.25,,,,,,,,,1.25,,,,,126.0,,,39.3,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,27/05/2017,17:00:00,7.93,,,13.83,16.33,2.5,,,,,,,,,1.38,,,,,115.0,,,38.8,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,27/05/2017,18:00:00,6.33,,,12.86,15.25,2.39,,,,,,,,,1.46,,,,,102.0,,,44.2,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,27/05/2017,19:00:00,6.63,,,12.25,14.45,2.2,,,,,,,,,1.24,,,,,105.0,,,44.9,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,27/05/2017,20:00:00,9.12,,,45.26,54.79,9.53,,,,,,,,,1.69,,,,,91.0,,,41.5,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,27/05/2017,21:00:00,11.12,,,111.21,144.39,33.18,,,,,,,,,2.1,,,,,94.0,,,29.6,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,27/05/2017,22:00:00,11.36,,,126.36,181.96,55.6,,,,,,,,,2.62,,,,,107.0,,,24.1,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,27/05/2017,23:00:00,8.04,,,144.03,216.42,72.39,,,,,,,,,2.8,,,,,99.0,,,27.8,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,27/05/2017,23:59:59,8.23,,,139.34,210.51,71.17,,,,,,,,,3.05,,,,,116.0,,,39.4,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,28/05/2017,01:00:00,7.13,,,130.3,165.24,34.94,,,,,,,,,2.0,,,,,130.0,,,39.6,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,28/05/2017,02:00:00,5.19,,,91.07,121.31,30.24,,,,,,,,,1.15,,,,,141.0,,,34.1,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,28/05/2017,03:00:00,5.05,,,105.89,147.66,41.77,,,,,,,,,1.4,,,,,137.0,,,31.2,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,28/05/2017,04:00:00,7.29,,,97.6,163.31,65.71,,,,,,,,,2.02,,,,,132.0,,,24.7,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,28/05/2017,05:00:00,10.6,,,93.98,145.98000000000002,52.0,,,,,,,,,1.25,,,,,140.0,,,29.4,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,28/05/2017,06:00:00,10.53,,,99.75,152.19,52.44,,,,,,,,,0.8,,,,,153.0,,,38.7,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,28/05/2017,07:00:00,10.84,,,122.37,216.8,94.43,,,,,,,,,1.26,,,,,168.0,,,39.6,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,28/05/2017,08:00:00,10.39,,,99.16,178.82999999999998,79.67,,,,,,,,,1.18,,,,,188.0,,,46.2,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,28/05/2017,09:00:00,9.78,,,78.83,100.26,21.43,,,,,,,,,0.51,,,,,211.0,,,57.1,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,28/05/2017,10:00:00,9.66,,,72.51,80.15,7.64,,,,,,,,,0.53,,,,,204.0,,,54.1,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,28/05/2017,11:00:00,12.44,,,49.76,53.76,4.0,,,,,,,,,1.02,,,,,180.0,,,43.9,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,28/05/2017,12:00:00,12.81,,,67.6,71.78,4.18,,,,,,,,,1.54,,,,,159.0,,,44.5,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,28/05/2017,13:00:00,,,,,,,,,,,,,,,,,,,,131.0,,,38.1,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,28/05/2017,14:00:00,7.24,,,68.88,75.08999999999999,6.21,,,,,,,,,1.91,,,,,124.0,,,33.3,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,28/05/2017,15:00:00,6.84,,,36.05,39.01,2.96,,,,,,,,,1.28,,,,,107.0,,,35.0,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,28/05/2017,16:00:00,6.03,,,19.74,22.36,2.62,,,,,,,,,1.44,,,,,82.0,,,29.7,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,28/05/2017,17:00:00,9.58,,,16.81,19.27,2.46,,,,,,,,,1.4,,,,,84.0,,,35.5,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,28/05/2017,18:00:00,8.86,,,15.68,18.32,2.64,,,,,,,,,1.24,,,,,76.0,,,40.5,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,28/05/2017,19:00:00,9.3,,,25.44,28.46,3.02,,,,,,,,,0.99,,,,,68.0,,,30.6,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,28/05/2017,20:00:00,11.52,,,73.7,79.85000000000001,6.15,,,,,,,,,1.58,,,,,102.0,,,39.2,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,28/05/2017,21:00:00,13.6,,,114.31,162.08,47.77,,,,,,,,,2.4,,,,,133.0,,,42.3,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,28/05/2017,22:00:00,14.67,,,118.58,198.3,79.72,,,,,,,,,2.55,,,,,164.0,,,43.3,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,28/05/2017,23:00:00,6.54,,,123.02,274.38,151.36,,,,,,,,,2.44,,,,,200.0,,,59.2,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,28/05/2017,23:59:59,6.34,,,105.68,298.62,192.94,,,,,,,,,2.59,,,,,231.0,,,63.5,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,29/05/2017,01:00:00,6.64,,,89.57,228.46,138.89,,,,,,,,,2.05,,,,,261.0,,,73.4,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,29/05/2017,02:00:00,13.54,,,81.58,184.55,102.97,,,,,,,,,1.49,,,,,272.0,,,73.5,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,29/05/2017,03:00:00,14.54,,,76.43,148.13,71.7,,,,,,,,,1.09,,,,,235.0,,,63.9,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,29/05/2017,04:00:00,14.58,,,74.42,157.29000000000002,82.87,,,,,,,,,1.39,,,,,195.0,,,51.1,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,29/05/2017,05:00:00,8.72,,,69.67,135.91,66.24,,,,,,,,,0.99,,,,,170.0,,,43.8,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,29/05/2017,06:00:00,9.48,,,69.39,170.39,101.0,,,,,,,,,0.99,,,,,147.0,,,46.8,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,29/05/2017,07:00:00,8.93,,,72.04,176.78,104.74,,,,,,,,,0.97,,,,,164.0,,,54.0,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,29/05/2017,08:00:00,10.34,,,79.01,123.82,44.81,,,,,,,,,0.82,,,,,186.0,,,55.5,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,29/05/2017,09:00:00,10.63,,,68.52,93.5,24.98,,,,,,,,,0.79,,,,,186.0,,,60.4,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,29/05/2017,10:00:00,10.66,,,53.84,62.71,8.87,,,,,,,,,0.86,,,,,164.0,,,52.0,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,29/05/2017,11:00:00,9.16,,,67.45,79.57000000000001,12.12,,,,,,,,,1.33,,,,,161.0,,,45.3,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,29/05/2017,12:00:00,7.16,,,66.93,73.07000000000001,6.14,,,,,,,,,1.17,,,,,170.0,,,44.8,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,29/05/2017,13:00:00,7.16,,,87.93,94.9,6.97,,,,,,,,,1.4,,,,,178.0,,,44.2,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,29/05/2017,14:00:00,8.89,,,57.2,61.73,4.53,,,,,,,,,1.49,,,,,159.0,,,52.9,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,29/05/2017,15:00:00,9.47,,,18.23,20.54,2.31,,,,,,,,,1.47,,,,,118.0,,,62.0,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,29/05/2017,16:00:00,7.48,,,11.08,13.79,2.71,,,,,,,,,1.7,,,,,96.0,,,69.3,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,29/05/2017,17:00:00,8.83,,,11.12,13.77,2.65,,,,,,,,,1.69,,,,,102.0,,,77.6,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,29/05/2017,18:00:00,9.66,,,14.76,17.58,2.82,,,,,,,,,1.88,,,,,108.0,,,73.9,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,29/05/2017,19:00:00,9.14,,,18.57,20.99,2.42,,,,,,,,,1.8,,,,,112.0,,,58.6,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,29/05/2017,20:00:00,6.02,,,34.24,36.73,2.49,,,,,,,,,1.39,,,,,122.0,,,47.5,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,29/05/2017,21:00:00,5.86,,,43.81,46.68,2.87,,,,,,,,,1.78,,,,,156.0,,,56.6,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,29/05/2017,22:00:00,4.91,,,58.36,74.91,16.55,,,,,,,,,2.22,,,,,185.0,,,76.1,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,29/05/2017,23:00:00,10.49,,,93.03,144.34,51.31,,,,,,,,,2.6,,,,,190.0,,,62.6,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,29/05/2017,23:59:59,11.31,,,77.06,125.45,48.39,,,,,,,,,2.83,,,,,205.0,,,50.8,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,30/05/2017,01:00:00,12.02,,,80.1,121.22,41.12,,,,,,,,,2.72,,,,,213.0,,,62.2,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,30/05/2017,02:00:00,10.44,,,72.52,97.89,25.37,,,,,,,,,2.3,,,,,207.0,,,62.6,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,30/05/2017,03:00:00,10.04,,,72.01,98.34,26.33,,,,,,,,,2.37,,,,,194.0,,,55.9,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,30/05/2017,04:00:00,8.85,,,73.58,90.39,16.81,,,,,,,,,2.07,,,,,203.0,,,47.9,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,30/05/2017,05:00:00,8.79,,,67.68,77.26,9.58,,,,,,,,,1.46,,,,,198.0,,,45.3,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,30/05/2017,06:00:00,8.59,,,53.6,65.43,11.83,,,,,,,,,1.18,,,,,178.0,,,44.7,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,30/05/2017,07:00:00,8.84,,,59.07,80.36,21.29,,,,,,,,,1.28,,,,,155.0,,,45.0,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,30/05/2017,08:00:00,10.88,,,65.06,86.57000000000001,21.51,,,,,,,,,1.26,,,,,129.0,,,47.4,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,30/05/2017,09:00:00,10.91,,,52.3,61.11,8.81,,,,,,,,,1.02,,,,,119.0,,,42.1,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,30/05/2017,10:00:00,11.01,,,54.3,63.48,9.18,,,,,,,,,1.3,,,,,123.0,,,38.6,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,30/05/2017,11:00:00,6.14,,,69.09,78.30000000000001,9.21,,,,,,,,,1.69,,,,,132.0,,,47.7,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,30/05/2017,12:00:00,5.66,,,51.76,55.78,4.02,,,,,,,,,1.72,,,,,152.0,,,53.0,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,30/05/2017,13:00:00,5.68,,,50.8,54.59,3.79,,,,,,,,,1.88,,,,,162.0,,,45.0,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,30/05/2017,14:00:00,5.75,,,58.75,62.59,3.84,,,,,,,,,1.95,,,,,150.0,,,51.8,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,30/05/2017,15:00:00,6.25,,,19.72,22.6,2.88,,,,,,,,,1.41,,,,,125.0,,,60.5,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,30/05/2017,16:00:00,5.49,,,13.45,16.009999999999998,2.56,,,,,,,,,1.52,,,,,126.0,,,49.9,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,30/05/2017,17:00:00,7.66,,,22.75,25.81,3.06,,,,,,,,,1.48,,,,,121.0,,,60.3,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,30/05/2017,18:00:00,8.28,,,14.94,17.61,2.67,,,,,,,,,1.6,,,,,117.0,,,65.7,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,30/05/2017,19:00:00,8.02,,,13.98,16.07,2.09,,,,,,,,,1.68,,,,,116.0,,,52.5,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,30/05/2017,20:00:00,9.72,,,38.29,46.92,8.63,,,,,,,,,1.66,,,,,110.0,,,38.2,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,30/05/2017,21:00:00,10.51,,,95.19,137.54,42.35,,,,,,,,,1.94,,,,,107.0,,,19.1,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,30/05/2017,22:00:00,11.29,,,96.68,142.71,46.03,,,,,,,,,2.0,,,,,102.0,,,9.5,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,30/05/2017,23:00:00,9.98,,,102.17,156.38,54.21,,,,,,,,,2.39,,,,,114.0,,,15.3,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,30/05/2017,23:59:59,9.53,,,89.6,152.57,62.97,,,,,,,,,2.04,,,,,132.0,,,27.9,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,31/05/2017,01:00:00,10.36,,,86.84,159.48000000000002,72.64,,,,,,,,,1.72,,,,,149.0,,,32.9,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,31/05/2017,02:00:00,11.59,,,86.54,167.47000000000003,80.93,,,,,,,,,1.67,,,,,153.0,,,44.3,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,31/05/2017,03:00:00,12.04,,,86.42,148.11,61.69,,,,,,,,,1.3,,,,,146.0,,,50.3,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,31/05/2017,04:00:00,11.85,,,77.36,156.68,79.32,,,,,,,,,1.25,,,,,137.0,,,45.7,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,31/05/2017,05:00:00,6.64,,,74.16,144.57,70.41,,,,,,,,,1.11,,,,,148.0,,,43.9,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,31/05/2017,06:00:00,6.41,,,75.59,127.53,51.94,,,,,,,,,0.93,,,,,144.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,31/05/2017,07:00:00,6.21,,,74.75,134.12,59.37,,,,,,,,,0.99,,,,,138.0,,,58.4,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,31/05/2017,08:00:00,10.93,,,65.59,93.96,28.37,,,,,,,,,0.89,,,,,163.0,,,50.2,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,31/05/2017,09:00:00,11.93,,,49.25,59.57,10.32,,,,,,,,,0.84,,,,,169.0,,,56.2,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,31/05/2017,10:00:00,10.09,,,64.57,74.77,10.2,,,,,,,,,1.09,,,,,151.0,,,57.6,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,31/05/2017,11:00:00,8.04,,,50.8,55.25,4.45,,,,,,,,,1.28,,,,,150.0,,,67.3,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,31/05/2017,12:00:00,8.25,,,62.4,66.96,4.56,,,,,,,,,1.84,,,,,168.0,,,65.0,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,31/05/2017,13:00:00,9.5,,,75.94,80.56,4.62,,,,,,,,,1.9,,,,,191.0,,,73.0,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,31/05/2017,14:00:00,7.58,,,44.03,46.86,2.83,,,,,,,,,1.7,,,,,169.0,,,71.5,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,31/05/2017,15:00:00,6.25,,,26.86,29.53,2.67,,,,,,,,,1.94,,,,,137.0,,,78.6,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,31/05/2017,16:00:00,6.48,,,21.56,24.0,2.44,,,,,,,,,2.05,,,,,124.0,,,80.5,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,31/05/2017,17:00:00,9.21,,,23.45,25.72,2.27,,,,,,,,,1.84,,,,,114.0,,,70.3,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,31/05/2017,18:00:00,9.9,,,37.97,40.38,2.41,,,,,,,,,1.83,,,,,99.0,,,54.5,,,,,,,,,,,,,,,,,,,,,,
QASIMIYAH,31/05/2017,19:00:00,9.14,,,45.46,47.68,2.22,,,,,,,,,1.4,,,,,93.0,,,53.7,,,,,,,,,,,,,,,,,,,,,,
