Station Name,Date,Time,SO2,Data Cap. (SO2),SO2 Avg,NO2,Data Cap. (NO2),NO2 Avg,O3,Data Cap. (O3),O3 8H Avg.,Daily Capture O3,O3 Daily Average,O3 Daily Average (NS),CO,Data Cap. (CO),CO 8H Avg.,Daily Capture CO,CO Daily Average,PM10,Data Cap. (PM10),PM10 Avg,PM2.5,Data Cap. (PM2.5),PM2.5 Avg,Lower Ambient Temperature,Upper Ambient Temperature,Barometric Pressure,Relative Humidity,Wind Direction,Wind Speed,H2S,Toluene,O-Xylene,Ethylbenzene,MP-Xylene,Benzene,CH4,NMHC,THC,Noise,Solar Radiation,Atm P.,Unnamed: 44
Al Hamra,01/09/2023,18:59:59.905000,5.77,,,38.14,,,13.28,100.0,59.3825,,,,,0.0,,,,60.4,,,22.121550000000003,,,,,,,,,,3.48,0.83,1.51,2.85,1.23,,,,,,,
Al Hamra,01/09/2023,19:59:59.900000,5.78,,,45.91,,,8.02,100.0,53.3375,,,,,0.0,,,,74.9,,,24.08355,,,,,,,,,,3.92,0.93,1.75,3.44,1.51,,,,,,,
Al Hamra,01/09/2023,20:59:59.895000,8.74,,,53.94,,,6.77,100.0,44.69374999999999,,,,,0.0,,,,72.4,,,21.66375,,,,,,,,,,3.93,0.9,1.78,3.34,1.55,,,,,,,
Al Hamra,01/09/2023,21:59:59.890000,5.97,,,57.46,,,8.27,100.0,34.79624999999999,,,,,0.0,,,,60.1,,,17.625300000000003,,,,,,,,,,3.7,0.84,1.69,3.1,1.46,,,,,,,
Al Hamra,01/09/2023,22:59:59.885000,5.55,100.0,6.675416666666667,62.28,100.0,36.03625,5.26,100.0,24.586250000000003,0.0,,30.86770833333333,,0.0,,,,47.7,100.0,60.69166666666669,14.845800000000002,100.0,19.439920416666663,,,,,,,,3.72,0.87,1.72,3.18,1.47,,,,,,,
Al Hamra,01/09/2023,23:59:59.880000,3.09,,,67.37,,,6.52,100.0,16.193749999999998,,,,,0.0,,,,43.1,,,13.5632196,,,,,,,,,,3.26,0.79,1.54,2.88,1.28,,,,,,,
Al Hamra,02/09/2023,00:59:59.875000,8.03,,,75.41,,,9.84,100.0,10.65875,,,,,0.0,,,,45.1,,,16.59525,,,,,,,,,,2.79,0.84,1.4,3.09,1.08,,,,,,,
Al Hamra,02/09/2023,01:59:59.870000,8.41,,,75.16,,,9.52,100.0,8.434999999999999,,,,,0.0,,,,56.4,,,20.25765,,,,,,,,,,2.51,0.74,1.2,2.72,1.01,,,,,,,
Al Hamra,02/09/2023,02:59:59.865000,8.56,,,69.13,,,8.76,100.0,7.87,,,,,0.0,,,,67.5,,,21.2877,,,,,,,,,,2.39,0.66,1.13,2.43,0.97,,,,,,,
Al Hamra,02/09/2023,03:59:59.860000,7.13,,,64.35,,,17.8,100.0,9.0925,,,,,0.0,,,,62.7,,,19.505550000000003,,,,,,,,,,2.64,0.69,1.23,2.53,1.07,,,,,,,
Al Hamra,02/09/2023,04:59:59.855000,5.51,,,52.29,,,31.34,100.0,12.16375,,,,,0.0,,,,56.6,,,19.66905,,,,,,,,,,2.86,0.72,1.33,2.64,1.13,,,,,,,
Al Hamra,02/09/2023,05:59:59.850000,5.96,,,43.24,,,43.37,100.0,16.55125,,,,,0.0,,,,63.7,,,19.86525,,,,,,,,,,3.47,0.86,1.6,3.14,1.39,,,,,,,
Al Hamra,02/09/2023,06:59:59.845000,7.94,,,42.23,,,41.87,100.0,21.1275,,,,,0.0,,,,57.8,,,18.704400000000003,,,,,,,,,,3.27,0.8,1.51,2.96,1.32,,,,,,,
Al Hamra,02/09/2023,07:59:59.840000,6.62,,,50.53,,,15.8,100.0,22.2875,,,,,0.0,,,,56.6,,,16.3275,,,,,,,,,,3.68,0.88,1.71,3.23,1.49,,,,,,,
Al Hamra,02/09/2023,08:59:59.835000,5.23,,,52.04,,,17.8,100.0,23.2825,,,,,0.0,,,,48.4,,,16.9386,,,,,,,,,,3.9,0.91,1.81,3.34,1.58,,,,,,,
Al Hamra,02/09/2023,09:59:59.830000,6.26,,,20.87,,,37.11,100.0,26.731250000000003,,,,,0.0,,,,55.2,,,22.5882,,,,,,,,,,3.4,0.78,1.57,2.88,1.39,,,,,,,
Al Hamra,02/09/2023,10:59:59.825000,5.47,,,11.57,,,51.4,100.0,32.06125,,,,,0.0,,,,71.7,,,24.426900000000003,,,,,,,,,,3.38,0.77,1.56,2.86,1.39,,,,,,,
Al Hamra,02/09/2023,11:59:59.820000,5.51,,,9.81,,,65.44,100.0,38.01625,,,,,0.0,,,,77.7,,,24.47595,,,,,,,,,,3.04,0.71,1.41,2.6,1.25,,,,,,,
Al Hamra,02/09/2023,12:59:59.815000,6.57,,,7.54,,,66.94,100.0,42.46625,,,,,0.0,,,,72.0,,,22.5957,,,,,,,,,,2.5,0.6,1.15,2.21,1.02,,,,,,,
Al Hamra,02/09/2023,13:59:59.810000,7.39,,,8.35,,,58.92,100.0,44.41,,,,,0.0,,,,66.2,,,24.334875,,,,,,,,,,2.07,0.52,0.94,1.92,0.83,,,,,,,
Al Hamra,02/09/2023,14:59:59.805000,,,,,,,,87.5,44.77285714285715,,,,,0.0,,,,79.3,,,27.71325,,,,,,,,,,2.18,0.56,0.98,2.04,0.86,,,,,,,
Al Hamra,02/09/2023,15:59:59.800000,7.03,,,12.88,,,40.49,87.5,48.3,,,,,0.0,,,,90.2,,,28.334550000000004,,,,,,,,,,2.25,0.57,0.98,2.14,0.88,,,,,,,
Al Hamra,02/09/2023,16:59:59.795000,4.84,,,19.98,,,32.95,87.5,50.46428571428572,,,,,0.0,,,,83.1,,,25.7676,,,,,,,,,,,,,,,,,,,,,
Al Hamra,02/09/2023,17:59:59.790000,5.1,,,28.32,,,24.14,87.5,48.61142857142857,,,,,0.0,,,,74.5,,,21.1752306,,,,,,,,,,2.15,0.6,0.98,2.21,0.85,,,,,,,
Al Hamra,02/09/2023,18:59:59.785000,5.57,,,37.17,,,19.11,87.5,43.99857142857143,,,,,0.0,,,,63.2,,,18.32835,,,,,,,,,,2.77,0.76,1.27,2.76,1.1,,,,,,,
Al Hamra,02/09/2023,19:59:59.780000,5.57,,,45.51,,,13.58,87.5,36.59,,,,,0.0,,,,48.9,,,14.92755,,,,,,,,,,3.29,0.84,1.52,3.06,1.33,,,,,,,
Al Hamra,02/09/2023,20:59:59.775000,4.99,,,55.0,,,11.06,87.5,28.60714285714286,,,,,0.0,,,,42.4,,,15.05835,,,,,,,,,,3.5,0.85,1.63,3.08,1.41,,,,,,,
Al Hamra,02/09/2023,21:59:59.770000,6.9,,,61.16,,,8.83,87.5,21.451428571428576,,,,,0.0,,,,49.7,,,17.380050000000004,,,,,,,,,,3.34,0.81,1.56,2.92,1.34,,,,,,,
Al Hamra,02/09/2023,22:59:59.765000,4.87,95.83333333333334,6.197826086956524,65.92,95.83333333333334,42.42739130434782,7.17,100.0,19.66625,0.0,,28.07539434523809,,0.0,,,,56.6,100.0,62.02500000000001,17.2329,100.0,20.29390105,,,,,,,,3.52,0.9,1.68,3.25,1.4,,,,,,,
Al Hamra,02/09/2023,23:59:59.760000,6.55,,,65.67,,,9.81,100.0,15.83125,,,,,0.0,,,,48.8,,,14.778065799999998,,,,,,,,,,3.25,0.88,1.62,3.19,1.27,,,,,,,
Al Hamra,03/09/2023,00:59:59.755000,7.13,,,59.15,,,13.58,100.0,13.41,,,,,0.0,,,,47.3,,,18.39375,,,,,,,,,,1.79,0.55,0.89,2.01,0.7,,,,,,,
Al Hamra,03/09/2023,01:59:59.750000,5.51,,,44.86,,,24.9,100.0,13.505,,,,,0.0,,,,65.2,,,23.0208,,,,,,,,,,1.56,0.47,0.74,1.72,0.62,,,,,,,
Al Hamra,03/09/2023,02:59:59.745000,6.29,,,41.1,,,31.94,100.0,15.10875,,,,,0.0,,,,75.6,,,23.544,,,,,,,,,,1.7,0.49,0.8,1.78,0.69,,,,,,,
Al Hamra,03/09/2023,03:59:59.740000,5.77,,,32.83,,,34.2,100.0,17.68625,,,,,0.0,,,,68.4,,,20.61735,,,,,,,,,,1.75,0.47,0.81,1.74,0.7,,,,,,,
Al Hamra,03/09/2023,04:59:59.735000,5.56,,,36.09,,,26.15,100.0,19.5725,,,,,0.0,,,,57.7,,,18.034050000000004,,,,,,,,,,1.88,0.48,0.86,1.77,0.75,,,,,,,
Al Hamra,03/09/2023,05:59:59.730000,6.14,,,47.12,,,19.36,100.0,20.88875,,,,,0.0,,,,52.6,,,17.053050000000002,,,,,,,,,,2.19,0.55,1.01,2.02,0.89,,,,,,,
Al Hamra,03/09/2023,06:59:59.725000,6.08,,,60.91,,,11.82,100.0,21.47,,,,,0.0,,,,51.7,,,15.9576,,,,,,,,,,2.57,0.63,1.18,2.35,1.04,,,,,,,
Al Hamra,03/09/2023,07:59:59.720000,5.76,,,68.07,,,8.05,100.0,21.25,,,,,0.0,,,,45.9,,,15.16125,,,,,,,,,,2.78,0.66,1.29,2.45,1.13,,,,,,,
Al Hamra,03/09/2023,08:59:59.715000,6.08,,,61.66,,,10.57,100.0,20.87375,,,,,0.0,,,,51.6,,,17.87055,,,,,,,,,,2.87,0.67,1.33,2.45,1.17,,,,,,,
Al Hamra,03/09/2023,09:59:59.710000,6.34,,,27.69,,,19.12,100.0,20.15125,,,,,0.0,,,,57.7,,,22.801800000000004,,,,,,,,,,2.8,0.63,1.29,2.34,1.15,,,,,,,
Al Hamra,03/09/2023,10:59:59.705000,9.16,,,12.35,,,37.48,100.0,20.84375,,,,,0.0,,,,70.4,,,24.95010000000001,,,,,,,,,,2.44,0.54,1.13,2.01,0.99,,,,,,,
Al Hamra,03/09/2023,11:59:59.700000,6.54,,,10.6,,,52.58,100.0,23.14125,,,,,0.0,,,,82.2,,,28.59615,,,,,,,,,,2.18,0.49,1.0,1.79,0.89,,,,,,,
Al Hamra,03/09/2023,12:59:59.695000,8.0,,,7.8,,,63.9,100.0,27.860000000000003,,,,,0.0,,,,92.7,,,32.19315,,,,,,,,,,1.97,0.46,0.9,1.68,0.79,,,,,,,
Al Hamra,03/09/2023,13:59:59.690000,6.93,,,7.55,,,65.66,100.0,33.6475,,,,,0.0,,,,104.2,,,37.5309,,,,,,,,,,1.71,0.42,0.77,1.54,0.68,,,,,,,
Al Hamra,03/09/2023,14:59:59.685000,8.39,,,9.56,,,55.85,100.0,39.151250000000005,,,,,0.0,,,,120.2,,,38.4879,,,,,,,,,,1.64,0.41,0.73,1.5,0.64,,,,,,,
Al Hamra,03/09/2023,15:59:59.680000,7.32,,,13.09,,,46.03,100.0,43.89875000000001,,,,,0.0,,,,115.2,,,35.168850000000006,,,,,,,,,,1.58,0.4,0.72,1.46,0.62,,,,,,,
Al Hamra,03/09/2023,16:59:59.670000,5.5,,,21.65,,,38.99,100.0,47.45125,,,,,0.0,,,,99.9,,,30.803400000000003,,,,,,,,,,1.6,0.42,0.72,1.54,0.63,,,,,,,
Al Hamra,03/09/2023,17:59:59.665000,7.01,,,29.96,,,28.18,100.0,48.58375,,,,,0.0,,,,88.5,,,25.188836400000003,,,,,,,,,,1.76,0.48,0.79,1.78,0.69,,,,,,,
Al Hamra,03/09/2023,18:59:59.660000,6.95,,,38.26,,,17.61,100.0,46.1,,,,,0.0,,,,75.3,,,22.6611,,,,,,,,,,1.98,0.56,0.92,1.95,0.77,,,,,,,
Al Hamra,03/09/2023,19:59:59.655000,5.83,,,46.06,,,10.31,100.0,40.81625,,,,,0.0,,,,63.3,,,19.37475,,,,,,,,,,2.27,0.6,1.06,2.1,0.9,,,,,,,
Al Hamra,03/09/2023,20:59:59.650000,6.46,,,55.88,,,6.29,100.0,33.615,,,,,0.0,,,,55.2,,,20.0451,,,,,,,,,,2.61,0.63,1.21,2.28,1.05,,,,,,,
Al Hamra,03/09/2023,21:59:59.645000,4.86,,,64.94,,,5.28,100.0,26.067500000000003,,,,,0.0,,,,67.4,,,23.560350000000003,,,,,,,,,,2.44,0.59,1.14,2.13,0.97,,,,,,,
Al Hamra,03/09/2023,22:59:59.640000,4.83,100.0,6.457916666666669,66.45,100.0,38.72083333333333,6.54,100.0,19.90375,0.0,,27.1178125,,0.0,,,,76.7,100.0,72.23750000000003,23.544,100.0,23.72236884166667,,,,,,,,2.18,0.57,1.04,2.05,0.87,,,,,,,
Al Hamra,03/09/2023,23:59:59.635000,5.1,,,58.64,,,8.81,100.0,15.251250000000002,,,,,0.0,,,,67.3,,,19.3257,,,,,,,,,,2.11,0.59,1.05,2.14,0.84,,,,,,,
Al Hamra,04/09/2023,00:59:59.630000,8.01,,,46.37,,,12.28,100.0,11.9125,,,,,0.0,,,,50.9,,,18.75345,,,,,,,,,,2.15,0.59,1.06,2.17,0.84,,,,,,,
Al Hamra,04/09/2023,01:59:59.625000,8.0,,,40.7,,,21.55,100.0,11.08375,,,,,0.0,,,,63.8,,,23.29875,,,,,,,,,,2.27,0.61,1.08,2.22,0.91,,,,,,,
Al Hamra,04/09/2023,02:59:59.620000,5.16,,,36.01,,,32.32,100.0,12.9225,,,,,0.0,,,,78.7,,,25.619414800000005,,,,,,,,,,1.99,0.52,0.94,1.91,0.78,,,,,,,
Al Hamra,04/09/2023,03:59:59.615000,6.56,,,32.06,,,32.07,100.0,15.642499999999998,,,,,0.0,,,,87.9,,,26.487,,,,,,,,,,2.19,0.55,1.02,2.0,0.86,,,,,,,
Al Hamra,04/09/2023,04:59:59.610000,3.19,,,39.71,,,23.81,100.0,17.8325,,,,,0.0,,,,74.1,,,21.8436,,,,,,,,,,2.41,0.58,1.11,2.1,0.96,,,,,,,
Al Hamra,04/09/2023,05:59:59.605000,4.55,,,47.11,,,15.28,100.0,19.0825,,,,,0.0,,,,59.5,,,20.2413,,,,,,,,,,2.59,0.61,1.19,2.23,1.04,,,,,,,
Al Hamra,04/09/2023,06:59:59.600000,5.69,,,59.69,,,9.52,100.0,19.455,,,,,0.0,,,,64.3,,,23.102550000000004,,,,,,,,,,2.96,0.7,1.36,2.57,1.19,,,,,,,
Al Hamra,04/09/2023,07:59:59.595000,5.34,,,67.34,,,7.27,100.0,19.262500000000003,,,,,0.0,,,,77.0,,,26.83035,,,,,,,,,,3.0,0.71,1.4,2.62,1.21,,,,,,,
Al Hamra,04/09/2023,08:59:59.590000,5.45,,,63.89,,,8.77,100.0,18.823750000000004,,,,,0.0,,,,87.1,,,28.3182,,,,,,,,,,2.73,0.65,1.27,2.37,1.11,,,,,,,
Al Hamra,04/09/2023,09:59:59.585000,7.8,,,27.63,,,13.53,100.0,17.82125,,,,,0.0,,,,86.1,,,29.02125,,,,,,,,,,2.29,0.54,1.05,1.98,0.93,,,,,,,
Al Hamra,04/09/2023,10:59:59.585000,8.74,,,11.1,,,29.07,100.0,17.415,,,,,0.0,,,,91.4,,,32.82605,,,,,,,,,,2.25,0.54,1.04,1.97,0.92,,,,,,,
Al Hamra,04/09/2023,11:59:59.585000,9.12,,,7.4,,,43.85,100.0,18.8875,,,,,0.0,,,,119.7,,,44.39025,,,,,,,,,,1.92,0.47,0.88,1.73,0.77,,,,,,,
Al Hamra,04/09/2023,12:59:59.585000,8.63,,,7.89,,,58.88,100.0,23.27125,,,,,0.0,,,,151.8,,,54.3434,,,,,,,,,,1.63,0.43,0.76,1.56,0.64,,,,,,,
Al Hamra,04/09/2023,13:59:59.585000,7.51,,,7.89,,,65.4,100.0,29.53625,,,,,0.0,,,,153.5,,,50.194500000000005,,,,,,,,,,1.37,0.39,0.63,1.39,0.51,,,,,,,
Al Hamra,04/09/2023,14:59:59.585000,7.52,,,9.37,,,56.37,100.0,35.3925,,,,,0.0,,,,153.5,,,51.2409,,,,,,,,,,1.34,0.38,0.6,1.37,0.5,,,,,,,
Al Hamra,04/09/2023,15:59:59.585000,5.53,,,13.57,,,45.1,100.0,40.12125,,,,,0.0,,,,159.9,,,51.20820000000001,,,,,,,,,,1.55,0.44,0.7,1.57,0.62,,,,,,,
Al Hamra,04/09/2023,16:59:59.585000,6.29,,,20.9,,,35.64,100.0,43.48,,,,,0.0,,,,153.3,,,49.80705,,,,,,,,,,1.73,0.48,0.78,1.75,0.69,,,,,,,
Al Hamra,04/09/2023,17:59:59.585000,7.51,,,28.06,,,27.4,100.0,45.21375,,,,,0.0,,,,144.5,,,45.551100000000005,,,,,,,,,,1.96,0.54,0.89,1.98,0.77,,,,,,,
Al Hamra,04/09/2023,18:59:59.585000,6.87,,,38.09,,,21.37,100.0,44.25125,,,,,0.0,,,,134.1,,,42.52635000000001,,,,,,,,,,2.33,0.61,1.06,2.25,0.92,,,,,,,
Al Hamra,04/09/2023,19:59:59.585000,7.79,,,45.85,,,14.08,100.0,40.53,,,,,0.0,,,,126.0,,,39.9267,,,,,,,,,,2.54,0.63,1.16,2.31,1.01,,,,,,,
Al Hamra,04/09/2023,20:59:59.585000,6.99,,,55.62,,,10.56,100.0,34.49,,,,,0.0,,,,118.2,,,33.8926712,,,,,,,,,,2.62,0.62,1.21,2.26,1.04,,,,,,,
Al Hamra,04/09/2023,21:59:59.585000,6.04,,,66.15,,,5.5,100.0,27.002500000000005,,,,,0.0,,,,102.2,,,31.01595,,,,,,,,,,2.73,0.64,1.27,2.32,1.1,,,,,,,
Al Hamra,04/09/2023,22:59:59.585000,6.13,100.0,6.646666666666666,70.66,100.0,37.57083333333333,4.53,100.0,20.522500000000004,0.0,,24.966822916666672,,0.0,,,,87.5,100.0,103.84583333333332,27.15735,100.0,34.038418166666666,,,,,,,,2.62,0.64,1.23,2.29,1.04,,,,,,,
Al Hamra,04/09/2023,23:59:59.585000,9.57,,,63.14,,,7.54,100.0,15.8275,,,,,0.0,,,,78.6,,,25.097250000000003,,,,,,,,,,2.18,0.55,1.06,2.01,0.86,,,,,,,
Al Hamra,05/09/2023,00:59:59.585000,9.04,,,46.35,,,10.56,100.0,12.6925,,,,,0.0,,,,74.9,,,23.266050000000003,,,,,,,,,,1.73,0.49,0.75,1.8,0.67,,,,,,,
Al Hamra,05/09/2023,01:59:59.585000,7.32,,,38.84,,,18.35,100.0,11.56125,,,,,0.0,,,,67.4,,,19.7835,,,,,,,,,,1.88,0.51,0.82,1.93,0.73,,,,,,,
Al Hamra,05/09/2023,02:59:59.585000,3.65,,,31.07,,,30.17,100.0,12.66125,,,,,0.0,,,,53.6,,,16.4481,,,,,,,,,,2.29,0.62,1.01,2.29,0.89,,,,,,,
Al Hamra,05/09/2023,03:59:59.585000,6.09,,,22.55,,,41.73,100.0,16.1175,,,,,0.0,,,,47.0,,,16.333650000000002,,,,,,,,,,2.92,0.76,1.3,2.84,1.14,,,,,,,
Al Hamra,05/09/2023,04:59:59.585000,3.91,,,14.53,,,45.75,100.0,20.51625,,,,,0.0,,,,52.9,,,19.342050000000004,,,,,,,,,,3.32,0.84,1.5,3.08,1.3,,,,,,,
Al Hamra,05/09/2023,05:59:59.585000,3.27,,,13.03,,,46.25,100.0,25.61,,,,,0.0,,,,65.4,,,23.184300000000004,,,,,,,,,,3.51,0.87,1.6,3.18,1.36,,,,,,,
Al Hamra,05/09/2023,06:59:59.585000,3.68,,,17.04,,,36.45,100.0,29.6,,,,,0.0,,,,76.4,,,26.63415,,,,,,,,,,3.52,0.87,1.63,3.15,1.31,,,,,,,
Al Hamra,05/09/2023,07:59:59.585000,4.53,,,28.82,,,24.13,100.0,31.67375,,,,,0.0,,,,86.5,,,27.5007,,,,,,,,,,3.62,0.88,1.68,3.21,1.37,,,,,,,
Al Hamra,05/09/2023,08:59:59.585000,3.06,,,34.07,,,27.4,100.0,33.778749999999995,,,,,0.0,,,,81.7,,,25.75125,,,,,,,,,,3.24,0.81,1.51,2.94,1.26,,,,,,,
Al Hamra,05/09/2023,09:59:59.585000,8.01,,,25.21,,,38.85,100.0,36.34125,,,,,0.0,,,,75.8,,,22.1286542,,,,,,,,,,3.14,0.79,1.5,2.93,1.23,,,,,,,
Al Hamra,05/09/2023,10:59:59.585000,7.81,,,15.88,,,51.38,100.0,38.9925,,,,,0.0,,,,68.1,,,21.63105,,,,,,,,,,3.04,0.76,1.44,2.8,1.2,,,,,,,
Al Hamra,05/09/2023,11:59:59.585000,7.98,,,9.58,,,75.19,100.0,43.175,,,,,0.0,,,,64.2,,,20.1105,,,,,,,,,,2.95,0.72,1.37,2.64,1.18,,,,,,,
Al Hamra,05/09/2023,12:59:59.585000,8.92,,,7.82,,,87.97,100.0,48.4525,,,,,0.0,,,,58.8,,,18.1812,,,,,,,,,,3.18,0.77,1.46,2.82,1.26,,,,,,,
Al Hamra,05/09/2023,13:59:59.585000,9.6,,,8.07,,,95.74,100.0,54.63875,,,,,0.0,,,,52.4,,,17.4618,,,,,,,,,,3.08,0.73,1.41,2.69,1.22,,,,,,,
Al Hamra,05/09/2023,14:59:59.575000,8.41,,,11.35,,,87.47,100.0,61.01625,,,,,0.0,,,,54.4,,,20.06145,,,,,,,,,,3.53,0.81,1.61,2.98,1.4,,,,,,,
Al Hamra,05/09/2023,15:59:59.570000,8.53,,,13.62,,,78.45,100.0,67.80625,,,,,0.0,,,,68.3,,,20.78085,,,,,,,,,,3.98,0.89,1.82,3.27,1.57,,,,,,,
Al Hamra,05/09/2023,16:59:59.565000,7.66,,,19.16,,,68.43,100.0,72.935,,,,,0.0,,,,58.8,,,17.331,,,,,,,,,,3.69,0.87,1.59,2.76,1.54,,,,,,,
Al Hamra,05/09/2023,17:59:59.560000,7.08,,,24.2,,,55.64,100.0,75.03375,,,,,0.0,,,,47.2,,,15.81435,,,,,,,,,,3.6,0.92,1.59,2.86,1.54,,,,,,,
Al Hamra,05/09/2023,18:59:59.555000,8.77,,,32.27,,,43.86,100.0,74.09375,,,,,0.0,,,,54.5,,,19.53825,,,,,,,,,,2.8,0.7,1.31,2.43,1.14,,,,,,,
Al Hamra,05/09/2023,19:59:59.550000,7.57,,,40.85,,,33.08,100.0,68.83,,,,,0.0,,,,65.0,,,22.5526,,,,,,,,,,2.47,0.62,1.11,2.27,0.97,,,,,,,
Al Hamra,05/09/2023,20:59:59.545000,7.1,,,50.68,,,24.06,100.0,60.84125,,,,,0.0,,,,61.7,,,18.3447,,,,,,,,,,1.97,0.53,0.89,1.96,0.77,,,,,,,
Al Hamra,05/09/2023,21:59:59.540000,4.7,,,59.25,,,15.29,100.0,50.785,,,,,0.0,,,,50.5,,,17.15115,,,,,,,,,,1.54,0.44,0.69,1.63,0.61,,,,,,,
Al Hamra,05/09/2023,22:59:59.535000,7.08,100.0,6.805833333333333,66.31,100.0,28.90374999999999,18.3,100.0,42.13875,0.0,,41.879947916666666,,0.0,,,,54.4,100.0,63.270833333333336,18.85155,100.0,20.553337674999995,,,,,,,,1.37,0.4,0.61,1.46,0.53,,,,,,,
Al Hamra,05/09/2023,23:59:59.530000,6.18,,,56.73,,,29.58,100.0,36.03,,,,,0.0,,,,60.9,,,21.24075,,,,,,,,,,1.42,0.43,0.64,1.57,0.56,,,,,,,
Al Hamra,06/09/2023,00:59:59.525000,7.26,,,46.64,,,35.84,100.0,31.95625,,,,,0.0,,,,66.1,,,21.53295,,,,,,,,,,1.59,0.48,0.75,1.75,0.62,,,,,,,
Al Hamra,06/09/2023,01:59:59.520000,8.28,,,51.36,,,26.09,100.0,28.262500000000003,,,,,0.0,,,,65.6,,,19.0968,,,,,,,,,,1.54,0.46,0.72,1.7,0.62,,,,,,,
Al Hamra,06/09/2023,02:59:59.515000,8.97,,,65.36,,,17.41,100.0,24.95625,,,,,0.0,,,,51.2,,,16.4481,,,,,,,,,,1.6,0.46,0.74,1.68,0.65,,,,,,,
Al Hamra,06/09/2023,03:59:59.510000,8.15,,,74.91,,,11.06,100.0,22.20375,,,,,0.0,,,,49.4,,,16.6234018,,,,,,,,,,1.8,0.48,0.84,1.77,0.72,,,,,,,
Al Hamra,06/09/2023,04:59:59.505000,6.73,,,80.44,,,9.47,100.0,20.380000000000003,,,,,0.0,,,,58.7,,,21.10785000000001,,,,,,,,,,1.85,0.47,0.86,1.73,0.73,,,,,,,
Al Hamra,06/09/2023,05:59:59.500000,6.3,,,84.72,,,9.16,100.0,19.61375,,,,,0.0,,,,70.4,,,24.0999,,,,,,,,,,2.1,0.52,0.98,1.92,0.85,,,,,,,
Al Hamra,06/09/2023,07:00:00,7.14,,,87.98,,,8.84,100.0,18.43125,,,,,0.0,,,,77.0,,,24.01815,,,,,,,,,,2.33,0.56,1.08,2.07,0.94,,,,,,,
Al Hamra,06/09/2023,08:00:00,5.82,,,84.13,,,8.69,100.0,15.82,,,,,0.0,,,,69.9,,,20.077800000000003,,,,,,,,,,2.13,0.5,0.98,1.84,0.86,,,,,,,
Al Hamra,06/09/2023,09:00:00.005000,5.98,,,61.9,,,17.95,100.0,13.58375,,,,,0.0,,,,52.9,,,16.72605,,,,,,,,,,2.38,0.55,1.1,2.0,0.96,,,,,,,
Al Hamra,06/09/2023,10:00:00.010000,6.9,,,43.96,,,31.84,100.0,14.3025,,,,,0.0,,,,49.4,,,17.96865,,,,,,,,,,2.39,0.55,1.1,2.0,0.96,,,,,,,
Al Hamra,06/09/2023,11:00:00.015000,5.51,,,26.53,,,46.75,100.0,17.97,,,,,0.0,,,,60.5,,,20.584650000000003,,,,,,,,,,2.29,0.52,1.05,1.91,0.92,,,,,,,
Al Hamra,06/09/2023,12:00:00.020000,3.55,,,18.19,,,62.48,100.0,24.3975,,,,,0.0,,,,65.4,,,22.563,,,,,,,,,,2.18,0.5,1.0,1.82,0.88,,,,,,,
Al Hamra,06/09/2023,13:00:00.025000,6.9,,,11.12,,,74.88,100.0,32.573750000000004,,,,,0.0,,,,72.6,,,24.63945,,,,,,,,,,2.11,0.5,0.97,1.83,0.84,,,,,,,
Al Hamra,06/09/2023,14:00:00.030000,5.53,,,8.34,,,75.63,100.0,40.8825,,,,,0.0,,,,78.1,,,23.2051002,,,,,,,,,,1.88,0.46,0.86,1.69,0.75,,,,,,,
Al Hamra,06/09/2023,15:00:00.035000,5.39,,,12.13,,,67.59,100.0,48.22625000000001,,,,,0.0,,,,72.8,,,21.6147,,,,,,,,,,1.74,0.43,0.79,1.56,0.69,,,,,,,
Al Hamra,06/09/2023,16:00:00.040000,7.38,,,21.22,,,61.06,100.0,54.7725,,,,,0.0,,,,59.4,,,18.06675,,,,,,,,,,2.02,0.48,0.93,1.74,0.8,,,,,,,
Al Hamra,06/09/2023,17:00:00.045000,6.9,,,19.19,,,66.28,100.0,60.81375,,,,,0.0,,,,51.1,,,15.51615,,,,,,,,,,2.04,0.48,0.94,1.78,0.82,,,,,,,
Al Hamra,06/09/2023,18:00:00.050000,5.8,,,23.94,,,70.66,100.0,65.66625,,,,,0.0,,,,43.8,,,14.780400000000002,,,,,,,,,,2.05,0.52,0.95,1.89,0.82,,,,,,,
Al Hamra,06/09/2023,19:00:00.055000,6.56,,,32.31,,,55.1,100.0,66.71,,,,,0.0,,,,46.6,,,17.641650000000002,,,,,,,,,,1.89,0.51,0.89,1.85,0.75,,,,,,,
Al Hamra,06/09/2023,20:00:00.060000,6.66,,,50.23,,,34.38,100.0,63.19749999999999,,,,,0.0,,,,61.3,,,22.2687,,,,,,,,,,1.78,0.48,0.85,1.77,0.71,,,,,,,
Al Hamra,06/09/2023,21:00:00.065000,4.76,,,63.35,,,23.01,100.0,56.713750000000005,,,,,0.0,,,,74.9,,,26.16,,,,,,,,,,1.91,0.51,0.92,1.87,0.76,,,,,,,
Al Hamra,06/09/2023,22:00:00.070000,8.91,,,67.9,,,15.93,100.0,49.251250000000006,,,,,0.0,,,,85.1,,,27.07255,,,,,,,,,,1.97,0.52,0.94,1.92,0.81,,,,,,,
